X Coordinate,Y Coordinate,Measured Depth (m),Deviation (True/False),Surface-Casing Weight (kg/m),Production-Casing Size (mm),Production-Casing Weight (kg/m),Bore. Temp. (degC),Prod. Formation,Porosity (fraction),Permeability (darcy),OIL Prod. (e3m3/month)
410.6,529.0,1402.7,False.,,177.8,,40.0,Shale-Sand,0.088,0.78,6.13
464.9,186.0,1418.8,True.,,114.3,,38.0,Shale-Sand,0.193,3.12,130.22
508.2,143.0,1139.3,True.,,114.3,,28.0,Sand,0.285,15.96,460.32
573.6,596.0,499.0,True.,53.6,177.8,34.2,21.0,Sand,0.292,33.33,368.52
610.0,423.0,705.0,True.,48.7,177.8,34.2,28.0,Shale-Sand,0.25,17.24,188.8
328.6,299.0,2440.0,False.,35.7,139.7,25.3,67.0,Shale-Sand,0.2,5.5,64.88
109.1,936.0,2607.0,False.,53.6,177.8,38.7,72.0,Shale-Sand,0.088,0.27,1.39
593.5,532.0,646.0,False.,,177.8,,,Shale-Sand,0.099,2.43,9.44
430.6,369.0,1559.0,False.,,114.3,,40.0,Shale-Sand,0.177,2.64,43.11
451.7,541.0,970.2,False.,,177.8,,31.0,Shale-Sand,0.23,5.05,29.32
99.5,1067.0,1910.0,False.,35.7,139.7,25.3,72.0,Shale-Sand,0.161,0.95,5.79
460.2,344.0,1628.9,False.,,177.8,,,Shale-Sand,0.176,2.49,77.14
131.3,1139.0,1569.1,True.,,177.8,,54.0,Shale,0.0,0.21,0.26
179.6,539.0,2715.0,True.,53.5,177.8,38.0,78.0,Shale-Sand,0.114,1.76,17.65
591.9,528.0,654.0,False.,,177.8,,22.0,Shale-Sand,0.093,2.63,44.73
315.3,378.0,2093.1,False.,,114.3,,54.0,Shale-Sand,0.11,1.85,6.18
84.7,726.0,1950.0,True.,,139.7,,71.0,Sand,0.275,30.92,770.79
530.1,142.0,1012.0,False.,,139.7,,29.0,Shale-Sand,0.138,1.62,7.1
136.3,982.0,1569.0,True.,48.1,,,,Shale-Sand,0.137,1.37,24.05
601.5,582.0,526.0,True.,48.1,177.8,34.2,23.0,Shale-Sand,0.21,4.87,51.29
572.5,453.0,749.0,False.,35.7,139.7,20.8,25.0,Shale,0.071,0.27,0.7
129.7,1127.0,1585.0,True.,,114.3,,63.0,Shale-Sand,0.215,3.76,109.08
448.7,530.0,1023.0,True.,35.7,139.7,20.8,39.0,Shale-Sand,0.194,3.5,35.81
571.8,431.0,776.5,False.,,139.7,,26.0,Shale-Sand,0.227,8.05,63.57
127.9,1088.0,1953.0,True.,59.4,139.7,23.1,,Shale-Sand,0.149,2.98,22.0
89.6,718.0,1958.0,False.,35.7,139.7,23.1,58.0,Shale-Sand,0.204,3.02,51.76
107.8,1089.0,1902.0,True.,81.1,139.7,23.1,70.0,Shale-Sand,0.179,2.16,122.27
346.7,311.0,3390.0,True.,41.7,114.3,17.3,,Shale-Sand,0.125,3.16,37.61
271.1,465.0,4305.0,True.,53.6,,,,Shale-Sand,0.179,1.39,15.7
278.1,486.0,1742.0,False.,35.7,139.7,25.3,47.0,Shale-Sand,0.171,3.16,39.23
453.5,279.0,1697.7,False.,,177.8,,,Shale-Sand,0.22,4.75,87.16
621.3,595.0,455.0,True.,48.1,177.8,29.8,27.0,Shale-Sand,0.143,3.54,66.46
638.0,459.0,1442.0,True.,62.5,,,,Shale-Sand,0.158,1.69,40.18
525.0,174.0,1044.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.101,2.24,4.78
595.8,516.0,682.0,True.,48.1,177.8,29.8,26.0,Shale-Sand,0.18,3.86,42.35
618.3,621.0,700.0,True.,,177.8,34.2,,Shale-Sand,0.242,5.94,183.66
343.2,383.0,6363.0,True.,60.3,139.7,38.7,,Shale-Sand,0.194,25.97,74.91
431.7,390.0,1785.0,False.,35.7,139.7,23.1,51.0,Shale-Sand,0.212,6.45,74.31
538.4,156.0,994.9,False.,,114.3,,30.0,Shale-Sand,0.143,2.57,4.46
595.4,630.0,587.0,True.,,177.8,34.2,,Shale-Sand,0.077,1.01,1.16
319.6,783.0,1827.3,True.,,177.8,,49.0,Shale-Sand,0.122,4.09,72.24
106.3,1090.0,2673.0,True.,53.6,,,94.0,Shale-Sand,0.173,3.61,44.56
496.5,88.0,1112.0,True.,48.1,139.7,23.1,33.0,Shale-Sand,0.082,1.34,51.4
107.0,1166.0,1864.0,False.,48.1,177.8,38.7,75.0,Shale-Sand,0.207,9.84,87.25
346.3,440.0,1790.0,False.,,139.7,,51.0,Shale-Sand,0.182,4.69,57.99
464.1,233.0,1461.5,False.,,139.7,,41.0,Shale-Sand,0.163,5.08,80.08
366.0,572.0,1113.0,False.,35.7,139.7,20.8,40.0,Shale-Sand,0.19,3.33,89.53
587.8,475.0,597.0,False.,48.1,177.8,25.3,27.0,Shale-Sand,0.117,1.29,16.96
471.4,264.0,1255.0,True.,35.7,139.7,20.8,35.0,Shale-Sand,0.161,4.58,58.59
341.3,370.0,2318.0,False.,,139.7,,54.0,Shale-Sand,0.11,2.19,12.05
345.5,704.0,2084.0,True.,,,,,Sand,0.318,9.33,309.36
624.1,351.0,860.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.015,0.51,3.63
31.2,696.0,3090.0,True.,53.6,,,100.0,Shale-Sand,0.077,1.39,13.02
492.5,308.0,1370.0,True.,35.7,139.7,20.8,43.0,Sand,0.327,11.44,314.9
495.3,85.0,1180.0,True.,35.7,139.7,20.8,30.0,Shale-Sand,0.136,3.3,29.38
386.0,350.0,1967.0,True.,,139.7,,57.0,Shale-Sand,0.238,10.42,86.57
518.7,398.0,1135.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.137,1.73,32.98
123.0,1101.0,1613.0,True.,,,,72.0,Shale-Sand,0.198,6.27,70.99
553.0,372.0,975.0,False.,35.7,139.7,20.8,29.0,Shale-Sand,0.06,0.84,7.92
646.4,352.0,802.8,False.,,139.7,,,Shale-Sand,0.103,2.07,26.88
634.1,460.0,677.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.068,2.74,45.66
573.0,596.0,831.0,True.,53.6,177.8,34.2,27.0,Shale-Sand,0.06,1.26,2.43
292.2,461.0,1748.0,False.,,139.7,,47.0,Shale,0.0,0.38,0.49
533.6,393.0,908.3,False.,,177.8,,34.0,Shale-Sand,0.093,0.3,6.89
608.0,458.0,680.0,False.,,177.8,,24.0,Shale-Sand,0.136,3.72,7.87
524.7,97.0,942.0,False.,35.7,139.7,20.8,31.0,Shale-Sand,0.206,1.47,48.93
114.4,1074.0,1904.0,False.,,177.8,17.3,41.0,Shale-Sand,0.195,7.93,55.81
351.4,443.0,1775.0,False.,,139.7,,63.0,Shale-Sand,0.101,1.01,17.58
395.9,480.0,1638.9,False.,,177.8,,,Shale-Sand,0.105,0.54,2.92
628.6,340.0,856.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.261,11.42,234.77
385.4,453.0,2133.3,True.,,177.8,,71.0,Shale-Sand,0.182,2.26,14.38
475.1,116.0,1157.0,False.,,139.7,,30.0,Shale-Sand,0.146,6.84,57.53
640.1,499.0,510.0,True.,48.1,177.8,25.3,30.0,Shale-Sand,0.191,2.82,83.45
439.8,339.0,1875.0,False.,35.7,139.7,25.3,53.0,Shale-Sand,0.169,4.28,57.08
505.2,290.0,1260.0,False.,29.8,114.3,13.1,35.0,Shale-Sand,0.127,2.9,7.72
395.4,486.0,1617.9,False.,,177.8,,,Shale-Sand,0.116,1.18,9.33
616.2,589.0,519.0,True.,48.1,177.8,29.8,26.0,Shale-Sand,0.094,3.1,5.24
521.7,107.0,944.9,True.,,177.8,,37.0,Sand,0.318,18.9,724.2
348.5,362.0,2298.0,True.,48.1,139.7,25.3,61.0,Shale-Sand,0.216,7.98,169.2
611.7,529.0,632.0,True.,35.7,139.7,20.8,29.0,Shale-Sand,0.116,1.72,2.86
111.6,1169.0,1927.0,False.,,177.8,,70.0,Shale-Sand,0.158,1.19,10.21
494.5,85.0,1094.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.125,1.41,9.24
332.1,400.0,2288.0,False.,53.6,139.7,23.1,62.0,Shale-Sand,0.154,4.1,26.81
606.9,449.0,643.1,False.,,177.8,,28.0,Shale-Sand,0.07,0.76,23.08
595.7,518.0,668.0,True.,48.1,177.8,25.3,25.0,Shale-Sand,0.133,0.25,2.52
453.3,531.0,952.0,False.,48.1,139.7,20.8,30.0,Shale-Sand,0.139,3.12,65.44
621.3,616.0,488.0,True.,,177.8,34.2,26.0,Shale-Sand,0.077,1.43,16.46
133.9,772.0,2518.9,False.,,177.8,,73.0,Shale-Sand,0.181,3.02,56.45
88.8,1090.0,2160.0,True.,53.6,177.8,38.7,71.0,Shale-Sand,0.129,1.34,28.08
636.3,406.0,664.5,True.,,114.3,,24.0,Shale-Sand,0.196,8.17,185.91
427.8,205.0,1710.0,True.,35.7,139.7,23.1,40.0,Shale-Sand,0.063,4.18,36.46
589.5,521.0,757.0,True.,53.6,177.8,34.2,21.0,Shale-Sand,0.156,5.05,47.15
603.3,547.0,642.0,True.,,177.8,34.2,26.0,Shale-Sand,0.102,0.7,21.79
142.7,1155.0,1562.1,True.,,177.8,,54.0,Shale-Sand,0.044,0.47,8.4
536.1,234.0,1052.0,False.,,139.7,20.8,33.0,Shale-Sand,0.106,2.86,19.97
597.3,597.0,425.0,False.,53.5,177.8,34.2,25.0,Shale-Sand,0.153,2.6,64.0
461.7,530.0,1418.0,True.,48.1,,,,Shale-Sand,0.124,1.91,41.09
624.0,508.0,586.0,True.,48.1,177.8,38.7,26.0,Shale-Sand,0.176,3.25,36.89
320.3,468.0,1436.8,True.,,139.7,,41.0,Sand,0.324,8.59,480.64
555.8,444.0,751.0,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.125,1.04,12.88
440.7,555.0,995.2,False.,,177.8,,32.0,Shale-Sand,0.2,8.08,51.19
537.1,234.0,1073.7,False.,,114.3,,31.0,Shale-Sand,0.013,0.86,0.95
553.3,101.0,1078.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.131,10.05,10.22
510.1,133.0,1034.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.227,11.93,158.35
132.2,1137.0,1539.2,True.,,177.8,,53.0,Shale-Sand,0.168,3.33,87.69
489.0,300.0,3062.0,True.,53.6,,,,Shale-Sand,0.168,2.75,65.4
324.9,444.0,1574.5,False.,,139.7,,58.0,Shale-Sand,0.077,0.39,5.15
609.8,524.0,501.0,False.,48.7,177.8,34.2,26.0,Shale-Sand,0.129,5.11,4.65
328.3,385.0,1911.1,False.,,114.3,,47.0,Shale,0.01,0.28,0.6
131.1,1134.0,1641.0,False.,,,,69.0,Shale-Sand,0.04,0.88,10.41
621.8,618.0,902.0,True.,,177.8,34.2,,Shale-Sand,0.157,3.45,18.66
494.9,49.0,1012.5,True.,,114.3,,31.0,Shale-Sand,0.22,3.08,115.82
525.6,379.0,1040.0,True.,35.7,139.7,23.1,32.0,Shale-Sand,0.103,1.74,6.37
557.0,164.0,1003.0,True.,35.7,139.7,25.3,34.0,Shale-Sand,0.15,1.96,38.49
302.6,394.0,2115.0,False.,35.7,139.7,23.1,62.0,Shale-Sand,0.092,5.01,65.38
591.7,495.0,659.0,False.,48.1,177.8,29.8,29.0,Shale-Sand,0.015,0.42,1.29
541.3,316.0,1124.0,True.,29.8,114.3,14.1,34.0,Sand,0.217,24.68,370.7
606.1,43.0,1085.0,False.,35.7,139.7,23.1,30.0,Shale-Sand,0.076,2.63,37.47
133.9,1131.0,1605.0,True.,53.6,,,55.0,Shale-Sand,0.26,7.08,173.83
347.7,875.0,1530.0,False.,62.5,,,40.0,Shale-Sand,0.163,3.04,28.78
454.7,369.0,1692.0,True.,48.1,177.8,34.2,53.0,Shale-Sand,0.107,0.97,1.66
637.7,463.0,674.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.063,1.56,6.33
221.2,547.0,1332.0,True.,35.7,139.7,20.8,,Shale-Sand,0.23,5.59,200.27
634.5,530.0,2233.0,True.,62.5,,,,Shale-Sand,0.158,20.83,96.24
347.3,346.0,1825.0,False.,35.7,139.7,23.1,44.0,Shale-Sand,0.212,4.33,74.3
495.3,85.0,1035.0,True.,35.7,139.7,20.8,34.0,Shale-Sand,0.037,0.99,6.51
642.4,460.0,667.0,False.,48.1,177.8,29.8,30.0,Shale-Sand,0.131,1.33,28.5
589.4,470.0,619.0,False.,,139.7,,23.0,Shale-Sand,0.151,4.99,27.67
616.4,530.0,676.0,True.,35.7,139.7,20.8,,Shale-Sand,0.195,1.43,18.59
460.2,254.0,1448.0,False.,35.7,139.7,20.8,41.0,Shale-Sand,0.128,2.43,32.28
124.8,1093.0,1720.9,False.,,177.8,,73.0,Shale,0.047,0.68,0.59
625.1,385.0,792.5,False.,,114.3,,23.0,Shale-Sand,0.084,3.19,43.91
511.4,93.0,984.0,True.,35.7,139.7,20.8,27.0,Shale-Sand,0.139,1.02,26.81
290.8,480.0,1695.3,True.,,139.7,,,Shale-Sand,0.214,9.23,113.35
321.7,471.0,1409.7,True.,,114.3,,44.0,Shale-Sand,0.212,5.41,115.27
169.8,597.0,2503.0,False.,35.8,139.7,25.3,74.0,Shale,0.0,0.41,0.42
609.0,448.0,710.0,True.,48.1,177.8,29.8,26.0,Shale-Sand,0.183,1.01,36.13
584.4,344.0,970.0,False.,35.7,139.7,20.8,30.0,Shale-Sand,0.213,3.04,79.8
529.7,105.0,931.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.236,45.19,197.62
451.4,532.0,960.0,True.,35.7,139.7,20.8,22.0,Shale-Sand,0.117,2.2,49.99
354.9,871.0,1525.0,True.,62.5,,,42.0,Shale-Sand,0.26,24.79,125.87
599.4,543.0,649.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.139,5.32,29.96
350.6,362.0,2272.0,False.,35.7,139.7,25.3,60.0,Shale-Sand,0.144,0.87,63.66
553.2,101.0,1048.0,True.,35.7,139.7,20.8,26.0,Shale-Sand,0.203,13.22,72.41
295.1,873.0,1587.0,False.,53.6,139.7,20.8,34.0,Shale-Sand,0.207,5.79,96.23
38.3,781.0,4125.0,True.,,139.7,29.8,,Shale-Sand,0.011,1.47,2.01
618.3,494.0,642.0,False.,,177.8,,32.0,Shale-Sand,0.204,1.32,25.64
352.3,330.0,2139.0,False.,,139.7,,50.0,Shale-Sand,0.05,1.63,3.96
602.4,547.0,674.0,True.,,177.8,34.2,26.0,Shale-Sand,0.175,9.16,79.73
597.2,595.0,445.0,True.,53.6,177.8,34.3,22.0,Shale-Sand,0.07,2.23,21.43
584.4,449.0,647.0,False.,48.1,177.8,29.8,29.0,Shale-Sand,0.151,1.02,19.82
630.8,535.0,615.0,False.,48.1,177.8,29.8,20.0,Shale,0.0,0.48,0.78
396.4,483.0,1625.1,False.,,177.8,,71.0,Shale-Sand,0.139,6.31,19.48
637.2,408.0,1523.0,True.,48.1,,,,Shale-Sand,0.153,1.31,14.47
592.6,534.0,627.0,False.,,177.8,,23.0,Shale-Sand,0.083,1.67,0.97
575.9,603.0,611.0,True.,48.1,177.8,29.8,23.0,Sand,0.337,49.51,915.34
444.5,543.0,1008.0,True.,,177.8,,33.0,Sand,0.264,15.09,460.23
593.9,518.0,735.0,True.,53.6,177.8,34.2,30.0,Shale-Sand,0.201,3.61,72.32
534.3,177.0,1079.0,False.,35.7,139.7,20.8,34.0,Shale-Sand,0.0,0.42,4.76
87.2,722.0,1950.0,False.,35.7,139.7,23.1,61.0,Shale-Sand,0.146,1.31,29.23
571.8,598.0,445.0,False.,53.6,177.8,34.2,18.0,Shale-Sand,0.204,12.4,102.31
107.7,1161.0,1835.0,False.,48.1,,,71.0,Shale-Sand,0.092,0.48,3.22
510.0,143.0,1072.0,False.,,114.3,,32.0,Shale-Sand,0.169,1.72,11.77
608.7,512.0,684.0,True.,48.1,177.8,34.2,25.0,Shale-Sand,0.192,7.48,195.97
588.5,596.0,578.0,True.,48.1,177.8,25.3,,Shale-Sand,0.074,1.97,38.64
308.8,451.0,1564.5,False.,,177.8,,49.0,Shale-Sand,0.128,6.96,20.1
519.4,172.0,1062.0,True.,35.7,139.7,20.8,26.0,Shale-Sand,0.199,2.96,65.81
144.8,1141.0,1473.4,False.,,177.8,,62.0,Shale-Sand,0.173,2.56,79.22
455.1,377.0,1396.0,False.,,114.3,,35.0,Shale-Sand,0.144,6.43,44.52
615.3,491.0,700.0,True.,,177.8,,,Shale-Sand,0.139,1.82,20.92
612.5,590.0,479.0,True.,48.1,177.8,29.8,25.0,Shale-Sand,0.091,0.35,15.17
643.5,404.0,666.9,False.,,114.3,,30.0,Shale-Sand,0.064,1.42,28.08
314.6,370.0,2135.0,False.,,114.3,,54.0,Shale-Sand,0.181,1.47,17.02
617.6,621.0,597.0,True.,60.0,177.8,34.2,23.0,Shale-Sand,0.134,2.12,49.97
618.5,612.0,1702.0,True.,81.1,,,,Shale-Sand,0.301,7.95,203.17
607.1,532.0,689.0,True.,53.6,177.8,34.2,,Shale-Sand,0.192,3.6,116.82
637.9,401.0,645.0,False.,35.7,139.7,20.8,26.0,Shale,0.008,0.3,0.27
129.8,1138.0,1615.4,True.,14.1,177.8,,69.0,Shale-Sand,0.197,9.17,129.42
522.3,97.0,935.0,False.,35.7,139.7,20.8,30.0,Shale-Sand,0.173,12.73,68.41
535.9,103.0,937.0,False.,,139.7,,33.0,Shale-Sand,0.08,0.42,12.43
430.3,368.0,1503.0,True.,35.7,139.7,23.1,45.0,Shale-Sand,0.129,3.6,23.48
525.4,101.0,928.0,False.,,139.7,,36.0,Shale-Sand,0.148,0.57,6.61
151.1,1135.0,1501.4,False.,,177.8,,49.0,Shale-Sand,0.111,1.86,34.88
298.4,400.0,2141.0,False.,,139.7,,55.0,Shale-Sand,0.131,0.79,13.24
309.5,841.0,1370.0,False.,53.6,,,34.0,Shale-Sand,0.129,1.67,25.5
317.3,849.0,1451.5,False.,,139.7,,40.0,Shale-Sand,0.027,0.83,9.49
599.2,518.0,670.0,True.,53.6,177.8,34.2,,Shale-Sand,0.246,16.05,184.39
536.7,149.0,987.0,False.,,114.3,,31.0,Shale-Sand,0.143,0.42,40.95
594.3,530.0,630.0,True.,,177.8,,27.0,Shale-Sand,0.234,8.17,171.15
292.7,470.0,1743.5,False.,,139.7,,46.0,Shale-Sand,0.037,0.38,2.06
399.7,505.0,1588.0,True.,,,,62.0,Shale-Sand,0.264,20.08,215.86
496.6,125.0,1430.0,True.,35.7,139.7,23.1,32.0,Shale-Sand,0.226,0.5,76.91
589.7,528.0,915.5,True.,60.3,177.8,34.2,25.0,Shale-Sand,0.137,1.78,40.95
632.7,524.0,523.0,False.,48.1,177.8,29.8,31.0,Shale-Sand,0.039,0.62,4.76
542.3,146.0,1005.0,True.,35.7,139.7,20.8,31.0,Shale-Sand,0.241,18.41,107.65
280.0,476.0,1749.6,False.,,139.7,,,Shale-Sand,0.233,4.8,57.17
317.8,450.0,1599.0,False.,,114.3,,42.0,Shale-Sand,0.191,1.64,38.37
305.9,796.0,1764.0,True.,35.7,139.7,20.8,41.0,Shale-Sand,0.076,0.78,14.32
636.6,525.0,523.0,False.,48.1,177.8,25.3,,Shale-Sand,0.152,1.82,11.58
302.7,501.0,1941.0,True.,35.7,139.7,23.1,52.0,Shale-Sand,0.206,6.51,92.85
577.6,610.0,722.5,True.,48.1,177.8,25.3,15.0,Shale-Sand,0.196,3.21,75.09
323.3,444.0,1602.5,False.,,139.7,,51.0,Shale-Sand,0.209,2.43,81.22
421.2,294.0,1673.4,False.,,114.3,,43.0,Shale-Sand,0.095,0.36,21.35
581.2,518.0,669.0,False.,48.1,177.8,25.3,27.0,Shale-Sand,0.0,1.8,1.69
589.8,521.0,704.0,True.,53.6,177.8,34.2,14.0,Shale-Sand,0.167,4.23,73.6
138.8,1131.0,1460.0,False.,53.6,177.8,34.2,57.0,Shale-Sand,0.163,4.46,11.98
175.6,644.0,2022.0,True.,35.7,139.7,25.3,58.0,Shale-Sand,0.187,15.44,176.55
639.1,532.0,697.0,True.,53.6,177.8,34.2,28.0,Shale-Sand,0.188,3.71,278.78
605.0,448.0,659.9,False.,,177.8,,29.0,Shale-Sand,0.106,3.44,2.98
608.6,36.0,1077.0,True.,35.7,139.7,20.8,28.0,Shale-Sand,0.25,14.69,234.77
592.8,601.0,679.0,True.,48.1,177.8,25.3,22.0,Shale-Sand,0.097,2.96,14.3
552.6,444.0,770.0,False.,35.7,139.7,20.8,27.0,Shale-Sand,0.064,2.37,4.04
595.4,477.0,757.0,True.,53.6,177.8,34.2,20.0,Shale-Sand,0.185,2.65,41.79
451.2,533.0,918.0,True.,48.1,177.8,34.2,30.0,Shale-Sand,0.256,7.89,171.04
591.1,598.0,683.0,True.,48.1,177.8,25.3,27.0,Shale-Sand,0.185,4.42,57.13
325.6,466.0,1140.0,False.,,139.7,,38.0,Shale,0.053,0.29,0.4
422.7,287.0,1677.9,False.,,139.7,,49.0,Shale-Sand,0.087,0.99,4.76
129.5,1136.0,1991.0,True.,,,,70.0,Shale-Sand,0.252,0.5,39.3
556.3,443.0,758.0,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.155,11.24,102.52
309.6,384.0,2699.0,True.,35.7,114.3,17.3,77.0,Shale-Sand,0.067,0.36,4.11
607.0,450.0,605.0,False.,,177.8,,26.0,Shale-Sand,0.172,7.86,70.23
639.6,257.0,890.0,False.,,139.7,,31.0,Shale,0.0,1.31,0.24
453.5,279.0,1697.7,False.,,177.8,,,Shale-Sand,0.142,2.88,29.38
457.8,329.0,1642.0,True.,,177.8,,,Shale-Sand,0.182,3.5,50.73
281.8,462.0,3300.0,True.,53.6,,,61.0,Shale-Sand,0.155,5.02,47.23
576.3,482.0,1923.0,True.,62.5,,,,Shale-Sand,0.275,5.88,189.93
590.6,595.0,615.0,True.,48.1,177.8,25.3,10.0,Shale-Sand,0.18,2.32,75.9
592.8,473.0,618.7,False.,,177.8,,26.0,Shale-Sand,0.169,1.47,38.2
333.7,473.0,1303.0,True.,,114.3,,36.0,Sand,0.322,12.13,714.18
353.8,470.0,1204.0,True.,,139.7,,43.0,Shale-Sand,0.174,5.0,31.16
615.4,621.0,563.0,True.,,177.8,34.2,22.0,Shale-Sand,0.21,7.43,140.59
111.9,1102.0,2350.0,True.,35.7,,,81.0,Shale-Sand,0.186,1.37,24.86
387.2,463.0,2078.5,False.,53.6,177.8,34.2,59.0,Shale-Sand,0.112,1.05,6.57
435.1,556.0,993.6,True.,,177.8,,,Shale-Sand,0.23,16.31,181.02
171.1,791.0,2051.0,False.,,139.7,,55.0,Shale-Sand,0.062,1.5,4.95
157.2,618.0,1823.0,True.,35.7,114.3,17.3,13.0,Shale-Sand,0.252,6.18,189.04
594.5,529.0,712.0,True.,48.7,177.8,38.7,23.0,Shale-Sand,0.094,1.23,4.19
507.9,125.0,1430.0,True.,35.7,139.7,20.8,36.0,Shale-Sand,0.244,6.51,215.75
535.5,378.0,1670.0,True.,29.8,114.3,17.3,,Shale-Sand,0.122,1.82,18.23
553.7,442.0,765.0,False.,35.7,139.7,20.8,28.0,Shale-Sand,0.172,7.01,28.01
607.5,592.0,409.0,True.,48.1,177.8,29.7,21.0,Shale-Sand,0.161,3.89,45.66
271.6,492.0,4240.0,True.,35.7,127.0,34.5,,Shale-Sand,0.183,5.99,54.99
622.0,521.0,528.0,True.,48.1,177.8,29.8,26.0,Shale-Sand,0.253,6.42,151.55
574.9,605.0,579.0,True.,48.1,177.8,29.8,28.0,Shale-Sand,0.132,8.46,61.89
601.7,533.0,516.0,False.,48.1,177.8,34.2,22.0,Shale-Sand,0.073,1.75,23.42
148.7,1143.0,1445.1,False.,,,,59.0,Shale-Sand,0.119,1.5,50.56
412.5,307.0,1716.0,True.,,114.3,,130.0,Sand,0.253,45.58,355.94
619.7,536.0,632.0,True.,48.1,177.8,29.8,21.0,Shale-Sand,0.196,14.94,75.09
620.6,533.0,552.0,False.,48.7,177.8,34.2,32.0,Shale-Sand,0.138,9.48,25.36
626.6,402.0,660.0,False.,,139.7,,24.0,Shale-Sand,0.274,15.03,54.94
107.6,1088.0,1868.0,False.,53.6,139.7,25.3,72.0,Shale-Sand,0.149,2.38,89.94
189.7,756.0,2396.0,False.,35.7,139.7,23.1,,Shale-Sand,0.209,2.41,39.84
605.3,481.0,613.0,False.,48.1,177.8,25.3,22.0,Shale-Sand,0.236,8.77,49.64
556.7,447.0,873.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.076,3.03,61.93
446.0,540.0,981.8,False.,,177.8,,30.0,Shale-Sand,0.17,2.02,28.22
449.6,535.0,712.0,True.,25.3,114.3,14.1,,Shale-Sand,0.189,16.22,159.79
478.5,95.0,1107.0,True.,,114.3,,33.0,Shale-Sand,0.124,3.73,122.05
118.2,1101.0,1903.0,True.,23.1,177.8,,79.0,Shale-Sand,0.087,2.13,16.11
492.7,88.0,1021.0,False.,35.7,139.7,20.8,32.0,Shale-Sand,0.159,2.1,26.72
533.3,91.0,955.0,True.,,139.7,,33.0,Shale-Sand,0.243,21.45,131.46
484.4,337.0,1200.9,False.,,114.3,,39.0,Shale-Sand,0.172,3.33,52.24
35.9,841.0,1309.1,False.,,114.3,,41.0,Shale-Sand,0.107,2.53,50.9
569.8,205.0,989.1,False.,,114.3,,33.0,Shale-Sand,0.183,1.54,28.25
575.9,599.0,662.0,True.,53.6,177.8,34.2,25.0,Shale-Sand,0.213,1.64,43.31
445.9,536.0,994.0,False.,,177.8,,32.0,Shale-Sand,0.273,2.8,61.82
304.6,325.0,2229.6,True.,,,,160.0,Shale-Sand,0.193,10.46,222.25
356.1,456.0,1021.1,False.,,114.3,,33.0,Shale-Sand,0.128,1.64,22.45
306.2,385.0,2141.0,False.,35.7,139.7,23.1,55.0,Shale-Sand,0.144,1.14,24.23
105.1,1075.0,1913.0,False.,,,,79.0,Shale-Sand,0.0,0.3,1.0
609.8,529.0,639.0,True.,35.7,139.7,20.8,27.0,Sand,0.338,33.08,637.44
584.5,531.0,630.0,True.,53.6,177.8,34.2,17.0,Shale-Sand,0.124,2.55,36.94
181.6,675.0,2724.0,False.,,139.7,13.9,,Shale-Sand,0.166,0.99,45.49
644.2,438.0,661.0,False.,48.1,177.8,25.3,25.0,Shale-Sand,0.237,1.27,30.73
492.0,86.0,968.0,True.,35.7,139.7,20.8,33.0,Shale-Sand,0.191,12.48,197.47
614.6,617.0,549.0,True.,,177.8,34.2,25.0,Shale-Sand,0.197,2.88,94.8
450.9,541.0,980.5,True.,,177.8,,14.0,Shale-Sand,0.249,8.13,209.59
611.0,624.0,578.0,True.,,177.8,34.2,26.0,Shale-Sand,0.016,0.82,1.12
595.1,530.0,635.0,False.,,177.8,,23.0,Shale-Sand,0.082,1.08,17.07
584.0,449.0,648.0,False.,48.1,177.8,29.8,26.0,Shale-Sand,0.216,5.25,24.41
621.0,536.0,525.0,False.,,177.8,,23.0,Shale-Sand,0.065,0.51,15.63
606.7,585.0,518.0,True.,,177.8,20.1,16.0,Shale-Sand,0.295,24.2,223.08
551.5,101.0,916.0,True.,35.7,139.7,20.8,36.0,Shale-Sand,0.136,3.92,76.1
399.8,326.0,2488.0,True.,53.6,177.8,38.7,70.0,Shale-Sand,0.185,2.46,151.58
318.1,849.0,1446.6,False.,,177.8,,38.0,Shale-Sand,0.289,10.78,104.71
509.1,46.0,902.8,False.,,177.8,,,Shale-Sand,0.2,2.2,95.42
354.0,356.0,2267.0,True.,35.7,139.7,25.3,59.0,Shale-Sand,0.226,11.01,164.3
415.4,177.0,1870.0,False.,35.7,139.7,23.1,27.0,Shale-Sand,0.247,8.83,99.42
455.0,362.0,1648.0,True.,,139.7,,55.0,Shale-Sand,0.191,5.79,18.11
